consommation_energie,classe_consommation_energie,estimation_ges,classe_estimation_ges,annee_construction,surface_habitable,nombre_niveaux,surface_baies_orientees_nord,surface_baies_orientees_est_ouest,surface_baies_orientees_sud,surface_planchers_hauts_deperditifs,surface_planchers_bas_deperditifs,surface_parois_verticales_opaques_deperditives,longitude,latitude,tr001_modele_dpe_type_libelle,tr002_type_batiment_libelle
72.78,B,0.07,A,2016,68.88,0.0,19.38,16.37,67.35,210.35,210.35,210.35,3.504432,44.529542,Neuf,Appartement
72.56,B,0.07,A,2016,81.11,0.0,19.38,16.37,67.35,210.35,210.35,210.35,3.504432,44.529542,Neuf,Appartement
72.39,B,0.07,A,2016,80.29,0.0,19.38,16.37,67.35,210.35,210.35,210.35,3.504432,44.529542,Neuf,Appartement
666.0,G,13.0,C,1948,75.0,2.0,0.0,0.0,14.87,38.0,75.0,129.24,3.246868,44.879036,Vente,Maison
296.0,E,17.0,C,2006,118.0,1.0,10.71,2.28,2.68,170.0,79.0,158.0,3.747487,44.361759,Vente,Maison
423.0,F,79.0,F,1948,86.07,1.0,1.17,1.6,6.68,40.0,43.0,95.0,3.657189,44.241385,Location,Maison
308.0,E,16.0,C,1978,48.8,1.0,1.34,7.37,0.0,48.8,48.8,78.0,3.534266,44.372727,Location,Appartement
373.0,F,98.0,G,1948,149.33,2.0,1.51,13.79,13.33,85.48,77.0,191.88,3.151129,44.422437,Vente,Maison
184.0,D,7.0,B,2008,158.35,1.0,0.0,5.39,17.47,115.9,89.0,187.14,3.257155,44.9223,Vente,Maison
157.0,D,47.0,E,1947,190.0,4.0,0.0,0.0,0.0,49.34,190.0,0.0,3.286068,44.722666,Vente,Maison
251.0,E,56.0,F,1983,93.85,2.0,11.19,7.53,0.0,100.05,93.85,115.8,3.542669,44.533801,Vente,Appartement
255.0,E,56.0,F,1983,93.85,2.0,11.19,8.29,0.0,100.05,93.85,115.8,3.542669,44.533801,Vente,Appartement
246.0,E,10.0,B,1983,118.13,2.0,4.16,4.51,9.91,85.37,118.23,126.95,0.2471109,48.0358072,Vente,Maison
508.0,G,125.0,G,1948,71.0,1.0,0.0,14.73,1.34,71.0,71.0,98.0,3.73868,44.365882,Vente,Maison
344.0,F,103.0,G,1948,53.03,1.0,0.0,0.0,7.62,62.2,61.4,63.86,3.542669,44.533801,Vente,Logements collectifs
364.0,F,78.0,F,1983,93.85,2.0,11.19,8.29,0.0,100.05,93.85,115.8,3.542669,44.533801,Vente,Appartement
283.0,E,8.0,B,2012,54.2,2.0,0.0,11.14,0.0,43.02,66.2,96.0,3.280906,44.7137,Vente,Maison
239.0,E,51.0,E,2001,97.0,1.0,0.0,4.04,4.96,58.0,58.0,125.0,3.319532,44.30264,Vente,Maison
570.0,G,7.0,B,1948,134.16,1.0,2.57,3.14,3.0,114.34,152.62,141.77,3.199291,44.435574,Vente,Maison
272.0,E,9.0,B,1978,77.0,1.0,0.09,4.02,4.69,77.0,77.0,108.0,3.528444,44.3795,Vente,Maison
327.0,E,31.0,D,1978,71.0,1.0,3.96,0.0,6.63,96.8,71.0,92.76,3.281347,44.713678,Vente,Maison
742.0,G,45.0,E,1975,32.0,1.0,0.0,10.58,0.0,32.0,32.0,54.0,3.9216151,44.4392919,Vente,Maison
254.0,E,3.0,A,1989,113.5,1.0,4.02,4.96,4.96,113.5,113.5,126.0,3.528487,44.378499,Vente,Maison
269.0,E,80.0,F,1978,80.0,1.0,0.0,8.71,3.62,80.0,80.0,106.0,3.249887,44.88221,Location,Appartement
216.0,D,64.0,F,1983,49.0,1.0,0.0,3.52,0.0,49.0,49.0,40.0,3.249887,44.88221,Location,Appartement
336.0,F,16.0,C,1983,31.0,1.0,1.2,1.34,0.0,31.0,31.0,38.0,3.249887,44.88221,Location,Appartement
300.0,E,10.0,B,1983,79.8,1.0,7.82,0.0,7.15,79.8,79.8,117.6,3.249887,44.88221,Location,Appartement
173.0,D,5.0,A,1947,70.0,3.0,0.0,0.0,0.0,25.4,76.2,0.0,3.531206,44.529726,Vente,Maison
249.0,E,41.0,E,1948,30.0,1.0,0.0,3.1,0.0,30.0,30.0,61.65,3.249887,44.88221,Location,Appartement
181.0,D,36.0,E,1948,70.5,3.0,5.89,2.01,0.0,39.35,70.5,132.08,3.246868,44.879036,Location,Appartement
234.0,E,35.0,D,1948,30.0,1.0,0.0,3.1,0.0,30.0,30.0,61.65,3.249887,44.88221,Location,Appartement
362.0,F,108.0,G,1975,111.66,3.0,0.36,7.57,4.22,66.9,59.59,164.02,3.346588,44.464065,Vente,Maison
737.0,G,39.0,E,1948,46.0,1.0,3.32,5.65,0.0,46.0,46.0,82.2,3.745725,44.365271,Vente,Maison
242.0,E,3.0,A,1948,136.43,2.0,0.0,4.94,7.85,76.02,60.41,125.61,3.309389,44.671511,Vente,Maison
221.0,D,66.0,F,1975,110.84,2.0,9.03,0.0,14.53,50.3,50.3,88.4,3.549047,44.53736,Vente,Maison
522.0,G,156.0,G,1948,50.07,1.0,0.0,6.77,3.26,50.07,50.07,70.86,3.149772,44.423845,Vente,Maison
145.0,C,43.0,E,2004,135.31,1.0,1.32,8.73,8.96,105.11,103.5,150.5,3.547601,44.535874,Vente,Maison
283.0,E,74.0,F,1948,164.42,2.0,7.7,6.37,13.15,85.35,85.35,138.35,3.051559,44.72126,Vente,Maison
125.0,C,25.0,D,1989,146.0,2.0,0.54,5.36,13.36,76.0,76.0,195.0,3.525254,44.377382,Location,Maison
524.0,G,23.0,D,1948,86.0,1.0,1.7,0.0,9.37,86.0,86.0,116.0,3.531917,44.376313,Vente,Maison
321.0,E,4.0,A,1989,77.4,2.0,0.59,5.34,3.6,40.0,47.3,98.7,3.634375,44.661726,Vente,Maison
145.0,C,4.0,A,1947,30.77,1.0,0.0,0.0,0.0,0.0,30.77,0.0,3.748209,44.725429,Vente,Appartement
488.0,G,146.0,G,1948,54.0,1.0,1.87,8.58,2.68,54.0,54.0,78.0,3.741078,44.365007,Vente,Maison
224.0,D,67.0,F,1948,124.66,4.0,0.0,30.35,0.0,38.0,150.84,250.15,3.542769,44.533739,Vente,Maison
133.0,C,4.0,A,2006,150.0,2.0,2.72,0.0,16.15,97.56,149.4,167.8,3.257155,44.9223,Location,Maison
450.0,F,96.0,G,1948,68.0,3.0,0.0,0.65,9.0,39.75,79.0,136.72,3.249887,44.88221,Vente,Maison
373.0,F,5.0,A,1975,44.7,1.0,0.52,2.21,3.15,44.7,44.7,71.55,3.845421,44.355534,Vente,Maison
301.0,E,11.0,C,1948,93.2,1.0,0.47,0.0,17.6,93.2,93.2,115.05,3.8585583,44.7310162,Vente,Maison
501.0,G,16.0,C,1947,53.0,1.0,0.0,0.0,0.0,53.0,53.0,0.0,3.341886,44.467411,Location,Maison
746.0,G,47.0,E,1948,91.2,2.0,4.11,19.32,0.0,49.0,94.9,141.85,3.343013,44.46691,Vente,Maison
283.0,E,84.0,G,1948,149.0,1.0,3.84,19.78,2.77,140.19,98.0,189.61,3.699468,44.400183,Vente,Maison
271.0,E,7.0,B,1978,120.3,2.0,2.04,0.0,17.04,99.1,145.45,146.75,3.249887,44.88221,Vente,Maison
283.0,E,84.0,G,1978,149.0,1.0,3.84,19.78,2.77,140.19,98.0,189.61,3.699468,44.400183,Vente,Maison
89.0,B,1.0,A,1947,110.75,1.0,0.0,0.0,0.0,112.87,112.87,120.15,3.252494,44.870154,Neuf,Maison
314.0,E,16.0,C,1948,29.0,1.0,5.88,0.0,0.0,29.0,29.0,57.1,3.252494,44.870154,Vente,Appartement
618.0,G,166.0,G,1948,95.0,1.0,4.02,5.58,12.8,95.0,95.0,124.0,3.5951225,44.3246561,Vente,Maison
323.0,E,17.0,C,2000,169.85,1.0,0.0,20.94,4.23,108.0,108.0,124.05,3.04294,44.662063,Vente,Maison
262.0,E,14.0,C,2006,103.0,1.0,0.36,8.56,4.35,103.0,103.0,112.0,3.521522,44.376119,Location,Maison
289.0,E,15.0,C,1948,65.0,1.0,2.68,0.0,6.45,65.0,65.0,104.0,3.747487,44.361759,Vente,Appartement
205.0,D,48.0,E,1948,89.0,1.0,1.34,5.36,4.02,89.0,89.0,90.0,3.747487,44.361759,Vente,Appartement
384.0,F,18.0,C,1989,95.0,1.0,2.86,7.94,1.34,80.0,89.0,132.5,3.655648,44.240224,Vente,Maison
175.0,D,52.0,E,1978,102.0,1.0,10.32,2.68,0.0,102.0,102.0,106.0,3.548435,44.536845,Vente,Maison
438.0,F,131.0,G,1948,78.0,1.0,4.02,1.34,7.48,78.0,78.0,90.0,3.531524,44.37322,Vente,Maison
601.0,G,37.0,E,1948,82.0,2.0,0.0,0.0,15.05,31.42,85.3,155.04,3.343248,44.465562,Location,Maison
168.0,D,3.0,A,2006,88.1,1.0,0.0,9.9,7.0,88.1,88.1,102.43,3.148533,44.43929,Vente,Maison
219.0,D,11.0,C,1989,94.0,1.0,6.03,0.0,4.02,77.0,77.0,74.0,3.5951225,44.3246561,Location,Appartement
760.0,G,208.0,G,1948,121.0,2.0,0.0,30.7,0.0,83.5,121.0,199.45,3.907276,44.593714,Vente,Maison
313.0,E,14.0,C,1978,100.0,1.0,0.0,0.0,30.56,100.0,100.0,135.25,3.549238,44.535398,Vente,Maison
567.0,G,72.0,F,1948,108.0,2.0,2.64,1.88,3.48,54.0,54.0,122.0,3.738189,44.366099,Vente,Maison
79.0,B,1.0,A,2006,146.0,2.0,1.44,8.02,26.78,85.0,78.0,142.0,3.537225,44.375856,Vente,Maison
322.0,E,12.0,C,1983,91.5,2.0,0.0,12.73,0.0,85.97,91.7,128.6,3.337273,44.475632,Vente,Maison
405.0,F,24.0,D,1975,65.8,1.0,1.34,1.34,4.02,65.8,65.8,76.0,3.277692,44.572166,Location,Appartement
465.0,G,26.0,D,1948,33.62,1.0,4.55,0.0,0.0,33.62,33.62,52.39,3.277692,44.572166,Vente,Appartement
259.0,E,4.0,A,2006,66.7,1.0,10.56,0.0,0.0,66.7,66.7,98.5,3.339781,44.46449,Vente,Maison
239.0,E,51.0,E,2001,97.0,1.0,0.0,4.04,4.96,58.0,58.0,125.0,3.319532,44.30264,Vente,Maison
305.0,E,10.0,B,1989,75.0,1.0,1.86,0.0,21.09,90.53,75.0,91.6,3.239307,44.691967,Vente,Maison
73.0,B,1.0,A,1947,168.34,1.0,0.0,0.0,0.0,115.22,115.22,212.12,3.260574,44.919047,Neuf,Maison
154.0,D,2.0,A,1947,104.5,4.0,0.0,0.0,0.0,47.0,115.6,0.0,3.248192,44.881922,Location,Maison
377.0,F,113.0,G,1948,72.0,1.0,7.14,0.36,5.98,72.0,72.0,84.0,6.9455397,48.2858232,Vente,Maison
613.0,G,25.0,D,1989,66.32,1.0,0.0,9.91,0.0,66.32,66.32,86.25,3.246917,44.87843,Vente,Maison
122.0,C,3.0,A,2006,138.0,1.0,0.24,1.82,15.68,60.0,69.0,160.0,3.655403,44.240182,Vente,Maison
114.0,C,22.0,D,2001,195.0,1.0,4.02,6.7,16.74,158.0,158.0,216.0,3.534266,44.372727,Vente,Maison
253.0,E,45.0,E,1983,95.0,2.0,0.0,15.67,3.01,46.0,47.0,160.0,3.2080918,45.6218562,Vente,Maison
212.0,D,64.0,F,1974,85.16,1.0,0.0,0.0,11.57,85.16,78.57,88.38,3.926625,44.441484,Vente,Maison
230.0,D,4.0,A,2006,89.0,1.0,4.35,6.14,0.0,84.0,77.0,161.0,3.655403,44.240182,Vente,Maison
239.0,E,13.0,C,1978,153.47,2.0,0.25,22.1,0.0,65.6,153.58,186.99,3.548214,44.533837,Vente,Appartement
210.0,D,8.0,B,2006,107.0,1.0,2.68,7.64,10.71,107.0,107.0,109.0,4.7862087,47.2503532,Vente,Maison
289.0,E,16.0,C,2001,118.0,1.0,4.1,13.24,4.1,96.0,96.0,140.0,3.735498,44.366989,Vente,Maison
298.0,E,16.0,C,1978,77.0,1.0,0.0,3.38,1.69,77.0,77.0,88.0,2.1564497,48.4303382,Vente,Maison
161.0,D,48.0,E,2006,86.65,2.0,1.69,6.48,0.0,43.63,43.02,51.39,3.284869,44.723123,Location,Maison
519.0,G,137.0,G,1948,96.5,1.0,3.54,0.0,12.61,65.7,96.5,154.4,3.34385,44.465637,Vente,Maison
151.0,D,4.0,A,1947,168.0,1.0,0.0,0.0,0.0,168.0,168.0,0.0,3.5951225,44.3246561,Vente,Appartement
220.0,D,11.0,C,1983,79.0,1.0,0.25,10.57,0.0,79.0,79.0,86.72,3.277692,44.572166,Vente,Appartement
128.0,C,29.0,D,1989,113.3,1.0,5.47,0.0,11.04,89.91,81.6,132.05,3.339637,44.464342,Vente,Maison
140.0,C,7.0,B,2006,181.0,2.0,3.78,8.9,32.0,91.0,91.0,222.0,3.650144,44.247764,Vente,Maison
229.0,D,6.0,B,1978,94.0,1.0,0.42,4.02,6.97,94.0,77.0,125.0,3.528444,44.3795,Vente,Maison
278.0,E,53.0,E,1948,108.0,2.0,1.82,11.27,6.77,74.0,83.0,115.0,3.656034,44.240193,Vente,Maison
473.0,G,28.0,D,1983,156.17,2.0,0.0,19.42,0.0,80.45,75.7,167.06,3.544031,44.534769,Vente,Maison
434.0,F,130.0,G,1948,96.0,2.0,0.0,13.56,0.0,69.0,63.0,98.0,3.248192,44.881922,Vente,Maison
306.0,E,9.0,B,1947,94.0,2.0,2.54,5.18,1.18,22.0,65.0,75.0,3.34385,44.465637,Vente,Maison
471.0,G,125.0,G,1948,87.0,2.0,0.0,6.31,8.27,52.0,35.0,150.0,3.286238,44.722651,Vente,Maison
215.0,D,45.0,E,1978,116.0,2.0,0.65,16.14,0.24,58.0,58.0,168.0,3.655403,44.240182,Vente,Maison
247.0,E,8.0,B,1947,80.38,2.0,0.0,0.0,0.0,40.0,40.0,0.0,3.546398,44.535654,Vente,Appartement
239.0,E,12.0,C,2000,92.82,1.0,0.0,12.07,2.37,92.82,92.82,103.28,5.357419,49.206912,Vente,Maison
219.0,D,10.0,B,1983,131.5,2.0,0.0,0.0,16.36,87.3,86.07,145.69,3.548082,44.533374,Vente,Maison
338.0,F,18.0,C,1948,45.35,1.0,7.3,0.0,0.0,45.35,45.35,91.83,3.534019,44.530118,Vente,Appartement
308.0,E,16.0,C,1948,51.22,1.0,13.02,0.0,0.0,51.22,51.22,89.18,3.534019,44.530118,Vente,Appartement
239.0,E,11.0,C,1983,65.0,1.0,0.0,2.68,6.3,65.0,65.0,106.0,3.926389,44.248741,Vente,Maison
148.0,C,2.0,A,2006,92.0,2.0,1.34,13.93,3.17,46.0,48.0,63.63,3.734536,44.366395,Vente,Maison
230.0,D,12.0,C,1975,97.0,2.0,0.0,12.07,1.2,42.0,35.0,158.0,3.648997,44.229021,Location,Maison
193.0,D,2.0,A,1948,77.16,2.0,0.0,0.0,12.57,65.04,57.0,114.53,3.2883725,44.5416085,Location,Maison
295.0,E,9.0,B,1989,56.0,1.0,4.35,2.68,0.0,36.0,36.0,100.0,6.3162714,45.261661,Vente,Maison
185.0,D,50.0,E,1978,102.53,1.0,0.0,0.0,12.21,102.53,102.53,106.47,3.284775,44.723041,Vente,Appartement
223.0,D,61.0,F,1978,88.0,1.0,0.0,4.04,3.45,108.8,102.53,89.05,3.284775,44.723041,Vente,Appartement
228.0,D,68.0,F,1947,77.1,1.0,0.0,6.0,0.0,30.0,30.0,0.0,1.1438529,42.9836542,Vente,Maison
178.0,D,53.0,E,1989,106.32,1.0,19.13,8.27,0.0,108.62,108.16,169.51,3.535746,44.37414,Vente,Maison
489.0,G,11.0,C,1947,115.0,2.0,0.0,0.0,0.0,61.0,61.0,0.0,6.6236527,44.6706214,Location,Maison
311.0,E,72.0,F,1948,55.0,1.0,1.69,6.4,0.0,55.0,55.0,80.0,3.5951225,44.3246561,Vente,Appartement
326.0,E,17.0,C,1989,60.44,1.0,1.43,1.43,6.72,60.44,60.44,63.88,3.566865,44.542113,Location,Appartement
329.0,E,17.0,C,1989,60.44,1.0,1.43,1.43,6.72,60.44,60.44,63.88,3.566865,44.542113,Location,Appartement
416.0,F,124.0,G,1948,88.0,1.0,0.0,10.06,8.33,84.0,84.0,114.0,3.655403,44.240182,Vente,Maison
164.0,D,49.0,E,1986,139.0,1.0,2.5,5.6,6.4,120.0,100.0,108.0,3.652996,44.626313,Vente,Maison
421.0,F,19.0,C,1978,77.0,1.0,0.0,9.0,2.6,77.0,77.0,85.23,6.5791808,44.8537992,Vente,Maison
457.0,G,110.0,G,1948,45.0,2.0,5.46,1.82,0.0,25.0,17.0,105.0,3.535319,44.370499,Vente,Maison
323.0,E,4.0,A,1989,67.0,1.0,8.45,0.0,0.0,53.17,47.1,112.64,3.727256,44.752929,Vente,Maison
173.0,D,8.0,B,2006,56.0,1.0,0.0,0.0,4.96,56.0,56.0,45.0,3.54738,44.533149,Vente,Appartement
240.0,E,3.0,A,1999,69.47,1.0,1.62,3.24,5.12,69.47,69.47,89.08,3.340197,44.464452,Location,Maison
177.0,D,41.0,E,1998,74.45,2.0,1.49,8.57,0.0,57.7,57.5,103.39,3.339957,44.464471,Location,Maison
201.0,D,55.0,E,1999,82.82,2.0,0.0,5.72,2.95,45.7,45.8,119.98,3.54383,44.533026,Location,Maison
208.0,D,57.0,F,1999,82.82,2.0,2.95,5.72,0.0,45.7,45.8,119.98,3.54383,44.533026,Location,Maison
198.0,D,54.0,E,1999,82.82,2.0,0.0,5.0,5.04,45.7,45.8,119.98,3.54383,44.533026,Location,Maison
172.0,D,47.0,E,1947,61.43,2.0,2.42,0.0,0.0,42.2,0.0,109.68,6.6236527,44.6706214,Location,Maison
172.0,D,47.0,E,1947,64.0,1.0,2.42,0.0,0.0,64.0,0.0,109.68,6.6236527,44.6706214,Location,Appartement
213.0,D,10.0,B,1989,157.61,2.0,1.33,5.68,10.96,93.29,77.32,213.3,3.524981,44.377473,Vente,Maison
143.0,C,39.0,E,1999,76.94,1.0,2.36,1.0,4.58,76.94,76.94,65.19,3.298055,49.8404533,Location,Maison
143.0,C,39.0,E,1999,76.94,1.0,2.36,1.0,4.58,76.94,76.94,65.19,3.298055,49.8404533,Location,Maison
146.0,C,10.0,B,1999,88.52,1.0,1.0,2.0,5.94,57.54,57.54,117.76,3.298055,49.8404533,Location,Maison
146.0,C,10.0,B,1999,88.52,1.0,1.0,2.0,5.94,57.54,57.54,117.76,3.298055,49.8404533,Location,Maison
128.0,C,35.0,D,1999,88.52,1.0,1.0,2.0,5.94,57.54,57.54,117.76,3.298055,49.8404533,Location,Maison
128.0,C,35.0,D,1999,88.52,1.0,1.0,2.0,5.94,57.54,57.54,117.76,3.298055,49.8404533,Location,Maison
148.0,C,40.0,E,1999,105.25,2.0,1.0,2.0,6.94,57.54,57.5,117.55,3.298055,49.8404533,Location,Maison
180.0,D,49.0,E,1999,78.84,1.0,0.0,6.31,1.0,78.84,78.84,98.33,3.298055,49.8404533,Location,Maison
310.0,E,16.0,C,1999,65.76,1.0,3.39,0.0,6.37,65.76,65.76,69.86,3.544655,44.533689,Location,Maison
153.0,D,42.0,E,1947,61.43,2.0,2.42,0.0,0.0,0.0,0.0,109.68,6.6236527,44.6706214,Location,Appartement
230.0,D,63.0,F,1947,89.7,2.0,2.42,0.0,0.0,0.0,0.0,109.68,6.6236527,44.6706214,Location,Appartement
138.0,C,37.0,E,1947,89.7,2.0,2.42,0.0,0.0,0.0,0.0,109.68,6.6236527,44.6706214,Location,Appartement
131.0,C,39.0,E,1983,132.0,2.0,0.0,9.89,12.05,66.0,80.0,150.0,3.655403,44.240182,Location,Maison
257.0,E,3.0,A,1995,75.78,2.0,4.88,0.62,7.53,39.96,39.53,129.25,3.655403,44.240182,Location,Maison
220.0,D,4.0,A,1995,93.33,2.0,4.17,0.0,8.94,52.62,52.6,124.59,3.655403,44.240182,Location,Maison
245.0,E,3.0,A,1995,76.73,2.0,4.05,0.0,8.39,38.37,38.37,136.61,3.655403,44.240182,Location,Maison
279.0,E,3.0,A,1995,75.27,2.0,6.78,0.0,7.62,39.9,40.5,130.23,3.655403,44.240182,Location,Maison
277.0,E,3.0,A,1995,75.61,2.0,6.78,0.0,8.01,40.5,40.5,130.75,3.655403,44.240182,Location,Maison
250.0,E,3.0,A,1995,73.33,1.0,3.88,1.56,5.81,73.33,73.33,92.0,3.655403,44.240182,Location,Maison
229.0,D,3.0,A,1995,50.64,1.0,1.2,0.0,5.66,32.49,33.3,43.92,3.655403,44.240182,Location,Maison
250.0,E,3.0,A,1995,77.02,1.0,2.5,1.25,5.77,33.5,65.15,85.36,3.655403,44.240182,Location,Maison
219.0,D,3.0,A,1995,77.02,1.0,2.5,0.0,6.94,33.5,65.15,55.96,3.655403,44.240182,Location,Maison
215.0,D,3.0,A,1995,76.25,1.0,2.42,0.0,6.62,53.7,38.81,61.44,3.655403,44.240182,Location,Maison
228.0,D,3.0,A,1995,76.25,1.0,2.42,3.75,5.45,53.7,38.81,83.3,3.655403,44.240182,Location,Maison
250.0,E,5.0,A,1995,75.75,1.0,0.0,11.74,3.75,49.18,42.28,101.04,3.655403,44.240182,Location,Maison
229.0,D,62.0,F,1999,66.33,2.0,1.2,3.36,0.26,26.73,46.04,122.52,3.655403,44.240182,Location,Maison
226.0,D,62.0,F,1999,66.33,2.0,0.26,3.36,1.2,26.73,46.04,122.52,3.655403,44.240182,Location,Maison
223.0,D,61.0,F,1999,76.46,2.0,0.26,4.13,0.0,46.43,46.4,140.25,3.655403,44.240182,Location,Maison
274.0,E,8.0,B,1998,76.79,2.0,0.57,0.0,11.4,32.45,32.45,121.21,3.196762,44.452013,Location,Maison
272.0,E,8.0,B,1998,76.79,2.0,0.57,0.0,11.4,32.45,32.45,118.19,3.196499,44.452135,Location,Maison
324.0,E,17.0,C,1998,75.61,2.0,2.5,3.75,8.2,28.7,47.45,88.76,3.198232,44.436213,Location,Maison
324.0,E,17.0,C,1998,75.61,2.0,2.5,3.75,8.2,28.7,47.45,88.76,3.198664,44.436552,Location,Maison
261.0,E,7.0,B,1998,75.75,2.0,2.5,3.75,8.2,28.7,43.7,88.76,3.197714,44.436784,Location,Maison
260.0,E,7.0,B,1998,75.75,2.0,2.5,3.75,8.2,28.7,43.7,88.76,3.197714,44.436784,Location,Maison
277.0,E,9.0,B,1998,62.8,2.0,1.25,4.32,4.41,28.7,35.0,79.96,3.197954,44.436854,Location,Maison
231.0,E,69.0,F,1947,86.0,1.0,0.0,0.0,0.0,86.0,86.0,0.0,3.540563,44.533291,Vente,Appartement
550.0,G,91.0,G,1948,131.14,2.0,0.0,19.99,0.0,77.0,54.0,206.49,3.2080918,45.6218562,Vente,Maison
264.0,E,8.0,B,1947,37.06,1.0,2.42,0.0,0.0,0.0,0.0,0.0,3.547668,44.53684,Location,Appartement
213.0,D,6.0,B,1947,58.12,1.0,2.42,0.0,0.0,0.0,0.0,0.0,3.547668,44.53684,Location,Appartement
319.0,E,10.0,B,1948,86.5,2.0,4.47,11.89,0.0,54.0,46.85,140.3,3.345148,44.464274,Vente,Maison
433.0,F,23.0,D,1983,18.0,1.0,2.59,0.0,0.0,18.0,18.0,45.72,3.248192,44.881922,Vente,Appartement
388.0,F,20.0,C,1989,39.6,1.0,0.0,6.05,0.19,80.11,60.17,56.53,3.248192,44.881922,Vente,Appartement
240.0,E,5.0,A,1996,61.3,1.0,1.31,1.31,3.83,61.3,61.3,57.13,3.34385,44.465637,Location,Maison
235.0,E,4.0,A,1996,74.85,1.0,1.31,1.31,4.87,56.0,56.0,93.22,3.34385,44.465637,Location,Maison
141.0,C,3.0,A,2006,97.68,1.0,0.67,6.81,10.32,101.34,101.34,72.5,3.544052,44.532897,Vente,Maison
221.0,D,60.0,F,1997,73.48,1.0,0.0,4.49,4.07,52.47,52.47,122.82,3.246989,44.878548,Location,Maison
228.0,D,62.0,F,1997,73.48,1.0,3.46,4.07,1.03,52.47,52.47,122.82,3.246917,44.87843,Location,Maison
221.0,D,60.0,F,1997,73.48,1.0,0.0,4.49,4.07,52.47,52.47,122.82,3.246989,44.878548,Location,Maison
222.0,D,61.0,F,1997,73.48,1.0,1.03,4.07,3.46,52.47,52.47,122.82,3.246989,44.878548,Location,Maison
182.0,D,2.0,A,1947,57.81,2.0,2.42,0.0,0.0,0.0,0.0,0.0,6.6236527,44.6706214,Location,Appartement
277.0,E,3.0,A,1995,75.38,2.0,3.0,11.1,0.0,40.82,43.4,126.14,3.197671,44.433142,Location,Maison
353.0,F,19.0,C,1995,75.38,2.0,0.57,3.0,10.53,40.82,43.4,126.14,3.199589,44.436257,Location,Maison
373.0,F,21.0,D,1995,75.38,2.0,0.57,3.0,10.53,40.82,43.4,126.14,3.199087,44.436283,Location,Maison
313.0,E,16.0,C,1995,50.64,1.0,1.2,0.0,5.66,32.49,33.3,43.92,3.655403,44.240182,Location,Maison
326.0,E,16.0,C,1996,54.8,1.0,0.0,6.06,0.0,54.8,54.8,58.56,3.655403,44.240182,Location,Appartement
223.0,D,61.0,F,1999,76.46,2.0,0.26,4.13,0.0,46.43,46.4,140.25,3.655403,44.240182,Location,Maison
195.0,D,53.0,E,1995,85.53,1.0,1.5,3.67,4.44,56.91,60.1,118.54,3.255729,44.87398,Location,Maison
241.0,E,66.0,F,1947,74.3,2.0,2.42,0.0,0.0,0.0,0.0,109.68,6.6236527,44.6706214,Location,Appartement
301.0,E,64.0,F,1948,151.85,3.0,15.15,10.75,0.0,90.0,25.0,206.13,7.7666154,48.5513406,Location,Maison
221.0,D,66.0,F,1978,99.8,2.0,16.08,0.0,0.0,46.6,47.18,189.4,3.548582,44.534983,Vente,Maison
415.0,F,124.0,G,1948,104.34,2.0,0.8,12.75,10.9,31.0,52.0,167.4,5.1242785,44.2200252,Vente,Maison
207.0,D,56.0,F,1948,110.23,2.0,0.0,21.33,0.0,55.08,55.15,161.7,3.280943,44.719994,Vente,Maison
166.0,D,50.0,E,1975,163.71,1.0,15.42,13.82,0.0,146.0,132.26,199.82,3.727256,44.752929,Vente,Maison
333.63,F,18.93,C,1989,85.0,2.0,0.0,14.75,0.0,89.2,54.55,137.34,-0.813191,47.048052,Location,Maison
351.0,F,105.0,G,1948,80.42,1.0,0.6,0.0,16.77,80.42,80.42,95.05,3.548193,44.53288,Vente,Maison
186.0,D,2.0,A,2012,99.0,1.0,2.0,4.5,11.74,99.0,99.0,100.1,3.213658,44.762817,Vente,Maison
421.0,F,126.0,G,1948,202.9,2.0,13.58,22.49,17.87,190.0,190.0,278.22,3.531917,44.376313,Vente,Maison
314.0,E,18.0,C,1993,85.62,1.0,0.0,3.02,7.09,85.62,85.62,96.25,3.246947,44.8829,Location,Maison
274.0,E,82.0,G,1978,123.6,2.0,0.98,3.37,10.02,113.8,74.8,145.55,3.284595,44.722392,Vente,Maison
327.32,E,17.73,C,1992,67.0,1.0,0.0,11.11,0.0,67.0,67.0,72.23,-0.771684,47.055466,Location,Maison
672.0,G,185.0,G,1948,152.93,3.0,0.0,18.29,4.19,89.48,89.48,267.5,3.049384,44.720217,Vente,Maison
394.0,F,118.0,G,1948,89.61,2.0,0.0,14.64,0.0,53.5,53.5,90.0,3.246868,44.879036,Vente,Maison
254.0,E,25.0,D,1989,67.0,1.0,1.3,0.0,5.12,50.1,47.1,112.78,3.727256,44.752929,Vente,Maison
223.0,D,66.0,F,1983,104.1,2.0,24.07,0.0,0.0,66.57,66.0,152.0,3.339313,44.466225,Location,Maison
306.0,E,15.0,C,1978,45.08,1.0,0.0,8.65,0.0,45.08,45.08,74.5,3.252494,44.870154,Location,Appartement
691.0,G,43.0,E,1962,35.31,1.0,0.0,9.7,0.0,36.0,36.0,49.7,1.8954391,48.9867541,Vente,Appartement
412.0,F,75.0,F,1948,127.0,2.0,0.0,7.88,12.53,75.0,81.0,227.82,3.542642,44.535209,Vente,Maison
252.0,E,36.0,E,1948,142.0,2.0,0.0,13.03,3.85,81.71,81.71,145.97,3.531524,44.37322,Vente,Maison
