consommation_energie,classe_consommation_energie,estimation_ges,classe_estimation_ges,annee_construction,surface_habitable,nombre_niveaux,surface_baies_orientees_nord,surface_baies_orientees_est_ouest,surface_baies_orientees_sud,surface_planchers_hauts_deperditifs,surface_planchers_bas_deperditifs,surface_parois_verticales_opaques_deperditives,longitude,latitude,tr001_modele_dpe_type_libelle,tr002_type_batiment_libelle
157.0,D,5.0,A,2001,47.15,1.0,0.0,0.0,6.21,47.15,47.15,17.34,3.201114,44.43673,Location,Maison
163.41,D,5.32,A,1947,126.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.430578,44.179915,Vente,Maison
186.53,D,55.96,E,1947,160.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,Vente,Maison
243.93,E,36.05,E,1951,144.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,Vente,Maison
461.36,G,10.84,B,1947,118.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,Vente,Maison
307.0,E,11.0,C,1947,124.0,2.0,0.0,2.08,2.68,65.0,62.0,127.0,,,Vente,Maison
190.62,D,57.18,F,1997,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.502395,44.519744,Vente,Appartement
508.0,G,30.0,D,1975,62.7,1.0,11.88,0.0,3.36,62.7,62.7,92.0,,,Location,Maison
253.53,E,11.82,C,1974,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.502546,44.514784,Vente,Appartement
128.0,C,8.0,B,1947,83.0,1.0,2.16,8.5,2.04,83.0,83.0,80.0,,,Vente,Appartement
159.0,D,37.0,E,1947,244.0,3.0,0.0,0.0,0.0,0.0,244.22,235.74,3.355598,44.68955,Vente,Maison
155.18,D,42.52,E,2005,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.459822,44.490744,Location,Maison
222.93,D,7.74,B,1986,130.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.455842,44.353465,Vente,Maison
250.0,E,11.0,C,1983,105.0,2.0,0.83,9.13,2.68,65.0,67.0,106.0,3.655403,44.240182,Vente,Maison
0.0,N,0.0,N,1947,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,Vente,Maison
290.98,E,15.8,C,2006,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,Vente,Maison
245.13,E,73.54,F,1947,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.283691,44.722354,Vente,Maison
119.0,C,5.0,A,2006,115.6,2.0,3.57,13.65,0.0,56.55,115.61,118.8,,,Location,Maison
339.0,F,16.0,C,2001,35.0,1.0,0.72,0.0,3.38,37.0,35.0,51.45,3.246868,44.879036,Location,Appartement
298.04,E,7.38,B,1948,127.0,,,,,,,,3.783485,44.713846,Vente,Maison
217.42,D,65.23,F,1968,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.307611,44.551692,Vente,Maison
304.0,E,35.0,D,1947,91.0,2.0,8.05,5.28,0.18,45.0,45.0,92.0,,,Vente,Maison
0.0,N,0.0,N,1947,85.0,1.0,0.0,11.8,4.56,68.0,68.0,135.0,,,Vente,Maison
204.39,D,9.62,B,1982,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.499015,44.514637,Location,Appartement
374.52,F,112.36,G,1965,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.284202,44.721549,Vente,Maison
312.0,E,64.0,F,1948,104.0,1.0,0.28,6.34,0.0,104.0,104.0,114.1,,,Vente,Maison
0.0,N,0.0,N,1947,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,Vente,Maison
270.02,E,81.01,G,1947,160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.340763,44.860233,Vente,Maison
441.0,F,25.0,D,1978,72.2,1.0,2.74,1.24,4.96,72.2,72.2,86.85,,,Vente,Maison
322.0,E,14.0,C,1983,81.0,1.0,1.34,4.02,4.96,81.0,81.0,93.0,3.655403,44.240182,Vente,Maison
164.0,D,2.0,A,1947,195.6,3.0,0.0,0.0,0.0,0.0,0.0,0.0,,,Vente,Maison
0.0,N,0.0,N,1947,45.0,1.0,7.11,0.0,0.0,18.0,27.0,73.35,,,Location,Appartement
192.0,D,2.0,A,1947,134.0,2.0,5.37,2.68,0.0,67.0,67.0,192.0,,,Vente,Maison
0.0,N,0.0,N,1947,158.9,2.0,1.34,8.05,2.68,78.5,80.4,176.0,3.5951225,44.3246561,Vente,Maison
0.0,N,0.0,N,1947,140.0,2.0,5.37,0.0,7.64,70.0,70.0,208.0,,,Vente,Maison
0.0,N,0.0,N,1947,118.0,2.0,4.02,3.62,5.09,59.0,59.0,208.0,,,Vente,Maison
80.94,B,1.53,A,2015,82.7,,,,,,,,3.459822,44.490744,Neuf,Maison
87.6,B,1.76,A,2015,91.6,,,,,,,,,,Neuf,Maison
0.0,N,0.0,N,1947,66.0,2.0,0.0,0.0,3.49,33.0,33.0,101.0,,,Vente,Maison
333.11,F,17.37,C,1974,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.502546,44.514784,Vente,Appartement
383.0,F,17.0,C,1978,104.5,1.0,0.38,11.94,0.57,73.1,104.6,157.25,,,Vente,Maison
403.0,F,16.0,C,1948,78.0,2.0,1.34,4.56,5.37,48.0,28.0,94.0,,,Location,Maison
57.92,B,2.71,A,2015,87.7,,,,,,,,,,Neuf,Maison
0.0,N,0.0,N,1947,58.0,1.0,0.0,0.0,0.0,28.0,56.0,120.0,,,Vente,Maison
282.31,E,16.82,C,1975,162.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.430491,44.174706,Location,Maison
146.0,C,8.0,B,1978,173.0,1.0,17.24,0.0,0.0,174.0,173.0,156.6,3.257155,44.9223,Vente,Maison
126.0,C,37.0,E,1947,530.0,1.0,6.71,10.62,42.37,378.0,265.0,448.0,,,Vente,Logements collectifs
0.0,N,0.0,N,1947,138.0,2.0,19.3,0.0,0.0,68.0,138.0,187.6,3.257155,44.9223,Vente,Maison
608.0,G,23.0,D,1948,56.0,2.0,4.69,3.6,1.65,36.0,28.0,154.0,,,Vente,Maison
0.0,N,0.0,N,1947,56.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.931343,44.440901,Vente,Appartement
340.0,F,102.0,G,1948,116.0,3.0,0.8,4.02,8.71,45.0,45.0,202.0,3.536174,44.370564,Vente,Maison
430.0,F,5.0,A,1975,61.5,1.0,0.48,0.81,0.99,0.0,61.5,72.25,,,Vente,Maison
266.0,E,66.0,F,1975,96.2,1.0,1.98,1.62,1.23,36.0,0.0,85.0,,,Vente,Maison
436.0,F,7.0,B,1947,67.75,1.0,0.0,0.0,0.0,0.0,35.0,50.0,,,Vente,Appartement
0.0,N,0.0,N,1947,57.0,2.0,4.02,0.0,4.02,29.0,26.0,96.0,3.742688,44.363062,Vente,Maison
407.0,F,122.0,G,1948,151.3,3.0,0.0,28.31,0.0,84.5,150.31,196.25,,,Vente,Maison
254.0,E,3.0,A,1948,272.0,3.0,0.0,5.82,22.63,114.0,149.0,336.0,,,Vente,Maison
194.0,D,2.0,A,1948,86.43,1.0,0.0,5.04,8.27,86.43,86.43,113.67,,,Location,Appartement
363.0,F,84.0,G,1948,78.95,1.0,2.81,5.66,4.45,78.95,78.95,115.42,,,Location,Appartement
261.93,E,5.02,A,1974,118.01,,,,,,,,3.540616,44.533651,Vente,Maison
0.0,N,0.0,N,1947,93.6,4.0,0.0,0.0,12.32,15.43,93.59,222.33,,,Location,Maison
143.0,C,15.0,C,1947,185.0,2.0,0.0,6.71,11.67,145.0,80.0,249.0,,,Vente,Maison
283.37,E,14.91,C,1988,72.16,,,,,,,,3.501366,44.520009,Vente,Appartement
142.69,C,42.81,E,2000,168.0,,,,,,,,3.504582,44.523012,Vente,Maison
367.38,F,9.43,B,1947,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,Vente,Maison
189.0,D,49.0,E,1947,91.0,2.0,0.0,9.58,0.0,51.0,44.0,182.0,,,Vente,Maison
396.0,F,97.0,G,1947,57.0,2.0,0.0,5.32,1.34,27.0,30.0,116.0,,,Vente,Maison
241.0,E,42.0,E,1947,115.3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,Vente,Maison
364.89,F,33.13,D,2008,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,Vente,Maison
222.0,D,25.0,D,2006,122.47,2.0,0.0,0.71,5.56,61.39,61.08,139.46,,,Vente,Maison
224.0,D,3.0,A,2001,52.28,1.0,4.0,3.97,5.05,38.02,38.02,80.54,,,Vente,Maison
160.0,D,48.0,E,1947,136.25,2.0,1.4,3.97,5.09,79.0,69.38,120.9,3.554132,44.536786,Vente,Maison
243.69,E,73.11,F,1947,83.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,Vente,Appartement
248.08,E,74.42,F,1947,83.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,Vente,Appartement
0.0,N,0.0,N,1947,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,Vente,Appartement
0.0,N,0.0,N,1947,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,Vente,Appartement
215.0,D,12.0,C,2001,84.35,2.0,0.0,1.05,6.87,46.85,46.85,123.32,,,Location,Appartement
247.71,E,49.14,E,1982,160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.771772,44.788236,Vente,Maison
367.87,F,81.9,G,1990,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.485094,44.633511,Vente,Appartement
248.44,E,10.72,B,1990,74.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.485094,44.633511,Vente,Appartement
0.0,N,0.0,N,1947,148.0,4.0,0.0,0.0,0.0,66.0,148.0,219.98,,,Vente,Maison
212.15,D,63.65,F,1947,83.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,Vente,Appartement
223.76,D,67.13,F,1947,71.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,Vente,Appartement
0.0,N,0.0,N,1948,341.11,2.0,0.0,0.0,0.0,170.0,170.0,256.0,,,Vente,Maison
300.58,E,18.5,C,1985,168.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,Vente,Maison
0.0,N,0.0,N,1900,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,Vente,Maison
191.0,D,2.0,A,2006,72.92,1.0,7.21,0.96,5.35,44.77,44.73,83.03,,,Vente,Maison
399.0,F,8.0,B,1947,95.0,2.0,2.68,0.0,2.68,75.0,65.0,130.0,,,Vente,Maison
250.0,E,75.0,F,1948,52.75,1.0,0.0,10.89,0.0,52.75,52.75,54.9,3.548582,44.534983,Vente,Appartement
101.0,C,30.0,D,1947,243.68,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,Vente,Maison
120.92,C,3.64,A,1947,109.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.241164,44.241081,Vente,Maison
249.0,E,45.0,E,1947,68.01,1.0,0.0,1.07,16.97,68.01,68.01,96.42,,,Location,Appartement
280.99,E,5.82,A,2003,160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.337655,44.476064,Vente,Maison
0.0,N,0.0,N,1947,80.4,2.0,0.0,0.0,6.93,41.0,80.0,127.0,,,Vente,Maison
193.39,D,58.02,F,1959,190.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.287481,44.548688,Vente,Maison
637.37,G,8.54,B,1975,64.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,Vente,Maison
0.0,N,0.0,N,1947,174.0,2.0,0.0,20.12,0.0,87.0,87.0,224.0,,,Vente,Maison
176.65,D,52.99,E,1999,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.279898,44.721264,Vente,Maison
54.63,B,2.82,A,2015,115.0,,,,,,,,,,Neuf,Maison
386.41,F,19.68,C,1997,98.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.493994,44.522442,Vente,Maison
80.6,B,1.37,A,2015,106.8,,,,,,,,,,Neuf,Maison
271.24,E,8.83,B,1947,39.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.497562,44.521337,Vente,Appartement
0.0,N,0.0,N,1947,27.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.497562,44.521337,Vente,Appartement
127.97,C,4.17,A,1947,28.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.497562,44.521337,Vente,Appartement
0.0,N,0.0,N,1947,43.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.497562,44.521337,Vente,Appartement
0.0,N,0.0,N,1947,26.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.497562,44.521337,Vente,Appartement
0.0,N,0.0,N,1947,15.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.497562,44.521337,Vente,Appartement
0.0,N,0.0,N,1947,26.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.497562,44.521337,Vente,Appartement
110.51,C,33.15,D,1947,101.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.497562,44.521337,Vente,Appartement
117.24,C,35.17,D,1947,33.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.498056,44.521231,Vente,Appartement
123.01,C,36.9,E,1947,28.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.498056,44.521231,Vente,Appartement
109.55,C,32.87,D,1947,38.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.498056,44.521231,Vente,Appartement
0.0,N,0.0,N,1947,65.96,1.0,1.21,3.0,3.0,65.96,65.96,82.0,3.203905,44.433487,Vente,Appartement
365.89,F,11.91,C,1947,21.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.495015,44.521174,Vente,Appartement
0.0,N,0.0,N,1947,85.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.495015,44.521174,Vente,Appartement
0.0,N,0.0,N,1947,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.495015,44.521174,Vente,Appartement
0.0,N,0.0,N,1947,34.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.495015,44.521174,Vente,Appartement
0.0,N,0.0,N,1947,19.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.495015,44.521174,Vente,Appartement
341.92,F,4.61,A,2000,101.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.495232,44.479226,Vente,Maison
233.65,E,53.91,E,2000,89.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.495232,44.479226,Vente,Maison
0.0,N,0.0,N,1947,51.8,1.0,0.0,6.71,0.0,51.8,51.8,76.0,3.632169,44.661917,Vente,Maison
0.0,N,0.0,N,1947,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,Vente,Maison
0.0,N,0.0,N,1947,54.0,3.0,12.85,0.0,0.0,60.0,52.4,81.54,3.246868,44.879036,Vente,Maison
0.0,N,0.0,N,1947,93.0,1.0,0.0,9.5,0.0,93.0,93.0,123.0,,,Vente,Maison
73.7,B,10.01,B,2015,81.62,,,,,,,,,,Neuf,Maison
80.66,B,10.66,B,2015,81.62,,,,,,,,,,Neuf,Maison
71.32,B,9.45,B,2015,81.62,,,,,,,,,,Neuf,Maison
71.47,B,9.49,B,2015,81.62,,,,,,,,,,Neuf,Maison
131.0,C,30.0,D,2006,69.88,1.0,7.19,2.14,0.0,69.88,69.88,63.42,,,Location,Appartement
214.0,D,34.0,D,2006,76.0,1.0,0.4,8.22,5.16,76.0,76.0,92.6,,,Vente,Maison
0.0,N,0.0,N,1900,158.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,Vente,Maison
99.83,C,1.3,A,1947,298.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,Vente,Maison
274.0,E,8.0,B,1947,48.5,3.0,0.0,0.0,2.49,48.5,48.5,74.5,,,Vente,Maison
235.76,E,42.22,E,1960,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.931035,44.442602,Vente,Maison
235.28,E,70.58,F,1947,113.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.241164,44.241081,Vente,Maison
63.68,B,2.87,A,2014,148.2,,,,,,,,3.846013,44.723877,Neuf,Maison
65.0,B,1.0,A,1,90.3,1.0,0.0,0.0,0.0,90.3,90.3,73.75,3.540127,44.532363,Neuf,Maison
645.0,G,42.0,E,1948,150.0,2.0,3.62,9.65,10.73,75.0,75.0,220.0,,,Vente,Maison
363.0,F,4.0,A,1947,57.0,3.0,7.12,0.0,0.0,33.54,56.48,118.6,2.750937,45.0837488,Vente,Maison
0.0,N,0.0,N,1947,58.0,2.0,0.86,0.0,0.0,29.0,58.0,108.9,,,Vente,Maison
0.0,N,0.0,N,1900,79.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,Location,Maison
212.0,D,2.0,A,2006,130.0,1.0,0.0,18.16,6.36,131.26,131.83,159.82,,,Vente,Maison
0.0,N,0.0,N,1947,45.38,2.0,4.66,0.0,0.0,23.58,0.0,114.18,,,Vente,Appartement
0.0,N,0.0,N,1947,45.38,2.0,4.66,0.0,0.0,23.58,26.85,114.18,,,Vente,Appartement
212.0,D,63.0,F,1948,165.39,3.0,2.72,22.93,6.95,82.1,165.29,214.74,,,Vente,Maison
0.0,N,0.0,N,1947,115.0,2.0,1.34,6.71,1.34,58.0,57.0,176.0,,,Vente,Maison
77.79,B,1.48,A,2015,90.7,,,,,,,,3.450979,44.499081,Neuf,Maison
166.0,D,7.0,B,2006,133.0,2.0,0.0,9.07,12.06,60.0,73.0,180.0,,,Vente,Maison
0.0,N,0.0,N,1947,67.12,1.0,3.32,1.52,3.17,67.0,67.12,81.0,,,Vente,Maison
178.64,D,53.59,E,2000,116.68,,,,,,,,3.427558,44.531869,Vente,Maison
0.0,N,0.0,N,1947,75.0,2.0,0.0,4.02,1.43,37.0,37.5,120.0,,,Vente,Maison
0.0,N,0.0,N,1947,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.497682,44.518966,Vente,Maison
303.0,E,72.0,F,1978,100.0,1.0,0.0,7.34,6.5,70.0,64.0,88.0,3.281338,44.728133,Vente,Maison
0.0,N,0.0,N,1947,116.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,Vente,Maison
391.0,F,117.0,G,1948,120.0,1.0,1.51,8.92,4.15,66.0,66.0,138.33,,,Vente,Maison
0.0,N,0.0,N,1947,62.0,2.0,1.74,0.66,1.82,32.0,32.0,112.0,,,Vente,Maison
218.85,D,10.16,B,2000,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.281265,44.809154,Location,Appartement
0.0,N,0.0,N,1947,80.43,2.0,0.0,8.1,0.0,41.0,80.43,130.5,,,Vente,Maison
251.69,E,75.51,F,1975,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.483533,44.523003,Location,Appartement
113.0,C,28.0,D,1978,260.0,2.0,0.0,33.27,14.62,120.0,151.0,256.0,,,Vente,Maison
271.61,E,63.37,F,1994,71.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,Vente,Maison
0.0,N,0.0,N,1947,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.535351,44.369644,Vente,Maison
324.26,E,21.88,D,1947,81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.309389,44.671511,Location,Maison
392.28,F,5.78,A,1968,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,Vente,Maison
256.0,E,76.0,F,1978,93.6,2.0,8.19,1.74,1.74,85.6,93.6,126.14,3.281338,44.728133,Location,Maison
0.0,N,0.0,N,1947,194.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,Vente,Maison
312.0,E,85.0,G,1947,57.26,1.0,5.31,2.64,5.31,24.82,57.25,113.17,3.907276,44.593714,Vente,Appartement
494.71,G,25.54,D,1974,20.22,,,,,,,,,,Vente,Appartement
0.0,N,0.0,N,1947,95.0,2.0,4.02,0.0,3.04,45.0,47.0,176.0,,,Vente,Maison
72.29,B,2.02,A,2015,80.4,,,,,,,,3.217582,44.428687,Neuf,Maison
147.65,C,44.29,E,1974,107.0,,,,,,,,3.859104,44.7342,Location,Maison
0.0,N,0.0,N,1990,104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.497484,44.519653,Location,Appartement
0.0,N,0.0,N,1947,119.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.428521,44.179741,Vente,Maison
182.0,D,54.0,E,1947,197.7,1.0,0.0,0.0,0.0,117.42,203.0,0.0,,,Vente,Maison
132.0,C,39.0,E,1947,90.0,2.0,4.02,0.0,8.14,45.0,45.0,78.0,3.523344,44.376771,Location,Maison
66.47,B,3.12,A,2015,81.0,,,,,,,,3.281143,44.809001,Neuf,Maison
0.0,N,0.0,N,1947,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0835011,46.6469881,Location,Appartement
413.83,F,21.64,D,1997,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.518537,44.524858,Location,Appartement
397.44,F,20.14,C,1975,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.518537,44.524858,Location,Appartement
300.0,E,68.0,F,1948,68.8,2.0,0.0,14.78,0.0,38.3,68.8,129.6,,,Vente,Maison
0.0,N,0.0,N,1947,110.0,4.0,0.0,7.12,2.68,35.0,32.0,90.0,3.343698,44.466582,Vente,Maison
0.0,N,0.0,N,1947,88.03,1.0,0.0,9.7,0.0,88.0,88.0,101.0,1.1438529,42.9836542,Vente,Appartement
295.02,E,18.19,C,1985,164.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.506915,44.517446,Vente,Maison
373.0,F,17.0,C,1983,127.65,2.0,0.0,11.8,0.0,50.7,127.63,160.16,,,Vente,Maison
245.0,E,12.0,C,2006,78.5,1.0,2.14,5.05,6.93,78.5,78.5,86.2,,,Vente,Maison
323.0,E,16.0,C,2006,59.55,1.0,3.08,1.74,6.1,59.55,59.55,74.44,,,Vente,Appartement
0.0,N,0.0,N,1947,81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,Vente,Maison
0.0,N,0.0,N,1947,128.3,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,Vente,Maison
104.0,C,25.0,D,2001,182.0,1.0,3.83,7.22,7.22,152.2,182.0,150.32,,,Vente,Maison
136.57,C,2.62,A,1947,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,Vente,Maison
203.0,D,42.0,E,1989,125.53,2.0,14.37,0.0,0.0,85.21,125.53,159.52,,,Vente,Maison
217.0,D,17.0,C,1948,543.0,1.0,16.35,9.37,21.72,543.0,543.0,354.0,,,Vente,Maison
0.0,N,0.0,N,1947,147.1,1.0,18.9,0.0,0.33,90.0,147.11,0.0,3.727256,44.752929,Vente,Maison
62.1,B,2.02,A,2015,80.8,0.0,6.27,2.14,6.88,80.8,80.8,80.8,,,Neuf,Maison
0.0,N,0.0,N,1947,96.0,1.0,1.81,0.0,7.76,92.0,96.0,0.0,,,Vente,Appartement
335.19,F,100.56,G,1970,130.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.278575,44.80225,Vente,Maison
241.93,E,11.24,C,1975,45.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.285955,44.547199,Location,Appartement
199.0,D,8.0,B,1989,69.0,2.0,30.0,0.0,3.08,27.0,42.0,100.0,,,Location,Maison
0.0,N,0.0,N,1947,111.0,1.0,0.0,0.0,1.34,26.0,26.0,64.0,,,Vente,Appartement
0.0,N,0.0,N,1947,72.0,1.0,5.59,0.0,0.0,72.0,72.0,137.0,,,Vente,Appartement
322.25,E,73.98,F,1945,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.343605,44.466315,Vente,Maison
0.0,N,0.0,N,1947,63.0,2.0,0.0,0.4,0.8,31.0,40.0,116.0,,,Vente,Maison
0.0,N,0.0,N,1947,274.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,Vente,Maison
0.0,N,0.0,N,1947,30.28,1.0,1.21,2.05,2.42,23.0,20.0,63.62,3.151129,44.422437,Location,Maison
584.4,G,103.74,G,1969,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.858059,44.722578,Vente,Maison
0.0,N,0.0,N,1947,77.79,3.0,12.07,0.0,0.0,29.0,77.8,199.12,,,Location,Maison
156.0,D,33.0,D,2006,143.77,2.0,1.22,10.02,4.66,148.22,143.77,162.81,,,Vente,Maison
430.41,F,129.12,G,1974,226.26,,,,,,,,3.665484,44.505653,Vente,Maison
194.61,D,2.53,A,1947,230.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,Vente,Maison
0.0,N,0.0,N,1947,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,Vente,Maison
0.0,N,0.0,N,1947,84.7,2.0,0.0,2.51,2.41,56.2,84.7,0.0,3.727256,44.752929,Vente,Maison
0.0,N,0.0,N,1947,105.0,3.0,6.32,4.2,4.02,35.0,30.0,178.0,,,Vente,Maison
118.0,C,35.0,D,2001,135.0,1.0,0.97,11.45,9.6,135.0,135.0,122.0,,,Vente,Maison
0.0,N,0.0,N,1947,105.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.692481,44.720302,Vente,Maison
333.14,F,6.62,B,1947,155.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.692481,44.720302,Vente,Maison
299.92,E,67.78,F,1985,124.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.692481,44.720302,Vente,Maison
182.11,D,54.63,E,1950,81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.267699,44.791568,Vente,Maison
0.0,N,0.0,N,1947,96.0,2.0,0.0,2.64,5.37,48.0,48.0,136.0,,,Vente,Maison
0.0,N,0.0,N,1947,58.0,2.0,0.0,4.74,0.36,29.0,29.0,94.0,,,Vente,Maison
352.0,F,105.0,G,1948,161.0,3.0,2.24,10.91,12.11,74.5,160.1,218.85,,,Vente,Maison
64.0,B,19.0,C,1,68.08,1.0,0.0,0.0,0.0,34.83,1.38,88.5,,,Neuf,Maison
188.0,D,56.0,F,1948,119.0,1.0,4.02,0.54,12.96,119.0,119.0,136.0,,,Location,Appartement
420.0,F,13.67,C,1947,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.275703,44.802945,Vente,Appartement
323.87,E,10.54,B,1947,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.275703,44.802945,Vente,Appartement
196.3,D,6.39,B,1947,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.275703,44.802945,Vente,Appartement
0.0,N,0.0,N,1947,86.0,3.0,5.56,4.17,4.17,36.67,28.67,158.35,3.340363,44.46686,Location,Maison
312.0,E,55.0,E,1947,40.0,2.0,3.92,0.0,1.52,25.0,20.0,92.0,3.522347,44.376825,Vente,Maison
43.33,A,1.98,A,2015,187.4,,,,,,,,3.262069,44.521358,Neuf,Maison
142.0,C,1.0,A,1947,120.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,,,Vente,Maison
352.0,F,8.0,B,1947,153.0,1.0,0.0,14.69,2.34,118.0,105.0,179.0,,,Vente,Maison
0.0,N,0.0,N,1947,45.0,2.0,4.02,0.0,0.0,65.0,45.0,140.0,,,Vente,Maison
319.04,E,14.99,C,1978,26.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.502176,44.513256,Vente,Appartement
0.0,N,0.0,N,1947,165.59,4.0,9.03,19.87,0.0,0.0,0.0,0.0,,,Vente,Maison
300.0,E,16.0,C,1975,55.7,1.0,0.88,8.07,0.0,55.7,55.7,78.0,,,Vente,Appartement
